Atoms,Comm Name,Neigh Name,Geometry,Latitude (generated),Longitude (generated),Count
040,Fort Garry,POINT ROAD,Polygon,49.852536885,-97.147075747,3
039,River Heights,RIVERVIEW,Polygon,49.863851943,-97.122736594,3
038,River Heights,RIVERVIEW,Polygon,49.861531699,-97.130106726,9
037,River Heights,LORD ROBERTS,Polygon,49.858264659,-97.138140359,4
036,River Heights,LORD ROBERTS,Polygon,49.854401406,-97.145434303,5
035,River Heights,RIVERVIEW,Polygon,49.866390083,-97.126133397,7
034,River Heights,LORD ROBERTS,Polygon,49.861587773,-97.132402102,25
033,River Heights,LORD ROBERTS,Polygon,49.859492130,-97.143867767,26
032,River Heights,EBBY-WENTWORTH,Polygon,49.857346630,-97.150971913,10
031,River Heights,GRANT PARK,Polygon,49.853294005,-97.158143714,15
030,River Heights,RIVERVIEW,Polygon,49.867537649,-97.116200196,2
029,River Heights,RIVERVIEW,Polygon,49.869177325,-97.130137749,10
028,River Heights,EBBY-WENTWORTH,Polygon,49.861777084,-97.151083391,21
027,Seven Oaks,MANDALAY WEST,Polygon,49.955510405,-97.193188548,1
026,River Heights,GRANT PARK,Polygon,49.858790718,-97.158781068,17
025,River Heights,GRANT PARK,Polygon,49.855806059,-97.163668525,4
024,River Heights,GRANT PARK,Polygon,49.857396609,-97.166773377,23
023,River Heights,GRANT PARK,Polygon,49.855099405,-97.171546187,6
022,River Heights,LORD ROBERTS,Polygon,49.866104837,-97.141148850,13
021,River Heights,EARL GREY,Polygon,49.865352288,-97.149521426,41
020,Point Douglas,ROBERTSON,Polygon,49.938116197,-97.154034406,5
019,River Heights,ROCKWOOD,Polygon,49.860130703,-97.167545004,42
018,River Heights,ROCKWOOD,Polygon,49.857877261,-97.173327633,11
017,River Heights,RIVERVIEW,Polygon,49.872735280,-97.136281324,9
016,River Heights,EARL GREY,Polygon,49.871312829,-97.144392425,8
015,River Heights,EARL GREY,Polygon,49.868768960,-97.153813218,55
014,Seven Oaks,TEMPLETON-SINCLAIR,Polygon,49.955838072,-97.133130149,20
013,River Heights,ROCKWOOD,Polygon,49.863488437,-97.171634747,37
012,River Heights,RIVER-OSBORNE,Polygon,49.878749702,-97.136242255,44
011,River Heights,McMILLAN,Polygon,49.876237100,-97.148609980,47
010,River Heights,McMILLAN,Polygon,49.872755272,-97.153677361,81
009,Seven Oaks,LEILA-McPHILLIPS TRIANGLE,Polygon,49.942883521,-97.159329679,20
008,River Heights,CRESCENTWOOD,Polygon,49.865041199,-97.172041771,45
007,River Heights,RIVER-OSBORNE,Polygon,49.884640090,-97.131957106,18
006,River Heights,RIVER-OSBORNE,Polygon,49.881825420,-97.143034032,105
005,River Heights,ROSLYN,Polygon,49.874044485,-97.153516941,15
004,River Heights,ROSLYN,Polygon,49.880029773,-97.151542649,57
003,River Heights,CRESCENTWOOD,Polygon,49.875026694,-97.160506196,19
002,River Heights,CRESCENTWOOD,Polygon,49.871231705,-97.170341755,27
001,River Heights,WELLINGTON CRESCENT,Polygon,49.876639553,-97.167379891,23
99,Fort Garry,FORT RICHMOND,Polygon,49.792281252,-97.140042730,5
98,Fort Garry,FORT RICHMOND,Polygon,49.790968572,-97.146088297,15
97,Fort Garry,FORT RICHMOND,Polygon,49.786456080,-97.150635348,43
96,Fort Garry,FORT RICHMOND,Polygon,49.785880285,-97.153188786,84
95,Fort Garry,RICHMOND WEST,Polygon,49.782143930,-97.158443954,88
94,Fort Garry,RICHMOND WEST,Polygon,49.781764821,-97.164021913,12
93,Fort Garry,RICHMOND WEST,Polygon,49.783273272,-97.165162165,12
92,Fort Garry,FORT RICHMOND,Polygon,49.798744814,-97.124522855,11
91,Fort Garry,FORT RICHMOND,Polygon,49.795169001,-97.136224945,25
90,Fort Garry,FORT RICHMOND,Polygon,49.793000888,-97.142938463,16
89,Fort Garry,FORT RICHMOND,Polygon,49.795949038,-97.149363139,169
88,Fort Garry,RICHMOND WEST,Polygon,49.791581058,-97.161581476,15
87,Fort Garry,RICHMOND WEST,Polygon,49.788874209,-97.165462709,12
86,Fort Garry,RICHMOND WEST,Polygon,49.785021500,-97.170616639,6
85,Fort Garry,FORT RICHMOND,Polygon,49.798872504,-97.145091094,88
84,Fort Garry,RICHMOND WEST,Polygon,49.791390529,-97.166700481,17
82,Fort Garry,UNIVERSITY,Polygon,49.810199447,-97.134300754,89
79,Fort Garry,MONTCALM,Polygon,49.811143319,-97.148087273,110
78,Fort Garry,AGASSIZ,Polygon,49.815896746,-97.144565888,50
77,St. Vital,VARENNES,Polygon,49.855051986,-97.108418835,49
76,Fort Garry,MONTCALM,Polygon,49.810596963,-97.155391274,357
75,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.804849685,-97.163907875,39
74,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.806569632,-97.165476849,23
73,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.808895605,-97.165910448,47
72,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.811640853,-97.169319502,49
70,Fort Garry,PEMBINA STRIP,Polygon,49.822181115,-97.148451815,57
69,Fort Garry,PEMBINA STRIP,Polygon,49.824083974,-97.147397624,123
68,Fort Garry,PEMBINA STRIP,Polygon,49.824600098,-97.153530715,169
67,Fort Garry,CHEVRIER,Polygon,49.818451647,-97.174883991,38
66,Fort Garry,CHEVRIER,Polygon,49.820985216,-97.173702597,31
65,Fort Garry,WEST FORT GARRY INDUSTRIAL,Polygon,49.821874781,-97.184613496,126
64,Fort Garry,LINDEN RIDGE,Polygon,49.822538587,-97.184931289,26
63,Fort Garry,WHYTE RIDGE,Polygon,49.810008308,-97.205862730,13
62,Fort Garry,WHYTE RIDGE,Polygon,49.814681221,-97.206421763,47
61,Fort Garry,WHYTE RIDGE,Polygon,49.813525000,-97.208308226,20
60,Fort Garry,WHYTE RIDGE,Polygon,49.811298863,-97.217592796,5
59,Fort Garry,CRESCENT PARK,Polygon,49.832911358,-97.140211988,92
58,Fort Garry,MAYBANK,Polygon,49.832576195,-97.152730259,71
57,Fort Garry,CHEVRIER,Polygon,49.829559658,-97.164982728,4
56,Fort Garry,WILDWOOD,Polygon,49.846938995,-97.131543560,11
55,Fort Garry,CRESCENT PARK,Polygon,49.839771583,-97.143439106,40
54,St. Vital,WORTHINGTON,Polygon,49.834089948,-97.112283795,73
53,Fort Garry,CRESCENT PARK,Polygon,49.842543466,-97.140258005,59
52,Fort Garry,MAYBANK,Polygon,49.838581169,-97.153089133,66
51,Fort Garry,MAYBANK,Polygon,49.834812937,-97.161052491,42
50,Fort Garry,CHEVRIER,Polygon,49.834192344,-97.165810124,7
49,Fort Garry,POINT ROAD,Polygon,49.844543539,-97.149853969,77
48,Fort Garry,BEAUMONT,Polygon,49.843704441,-97.157468937,53
47,Fort Garry,POINT ROAD,Polygon,49.849492921,-97.144472939,16
46,Fort Garry,BEAUMONT,Polygon,49.845487715,-97.164862900,18
45,Fort Garry,BUFFALO,Polygon,49.839921215,-97.176872605,30
44,Fort Garry,BEAUMONT,Polygon,49.848871231,-97.155319719,47
43,Fort Garry,PARKER,Polygon,49.850755622,-97.161319574,10
42,River Heights,RIVERVIEW,Polygon,49.859056460,-97.120715431,13
41,River Heights,RIVERVIEW,Polygon,49.855417807,-97.133157577,4
40,Fort Garry,POINT ROAD,Polygon,49.852536885,-97.147075747,21
39,River Heights,RIVERVIEW,Polygon,49.863851943,-97.122736594,11
38,River Heights,RIVERVIEW,Polygon,49.861531699,-97.130106726,20
37,River Heights,LORD ROBERTS,Polygon,49.858264659,-97.138140359,29
36,River Heights,LORD ROBERTS,Polygon,49.854401406,-97.145434303,29
35,River Heights,RIVERVIEW,Polygon,49.866390083,-97.126133397,17
34,River Heights,LORD ROBERTS,Polygon,49.861587773,-97.132402102,67
33,River Heights,LORD ROBERTS,Polygon,49.859492130,-97.143867767,59
32,River Heights,EBBY-WENTWORTH,Polygon,49.857346630,-97.150971913,28
31,River Heights,GRANT PARK,Polygon,49.853294005,-97.158143714,76
30,River Heights,RIVERVIEW,Polygon,49.867537649,-97.116200196,16
29,River Heights,RIVERVIEW,Polygon,49.869177325,-97.130137749,32
28,River Heights,EBBY-WENTWORTH,Polygon,49.861777084,-97.151083391,85
27,Seven Oaks,MANDALAY WEST,Polygon,49.955510405,-97.193188548,33
26,River Heights,GRANT PARK,Polygon,49.858790718,-97.158781068,93
25,River Heights,GRANT PARK,Polygon,49.855806059,-97.163668525,29
24,River Heights,GRANT PARK,Polygon,49.857396609,-97.166773377,75
23,River Heights,GRANT PARK,Polygon,49.855099405,-97.171546187,77
22,River Heights,LORD ROBERTS,Polygon,49.866104837,-97.141148850,100
21,River Heights,EARL GREY,Polygon,49.865352288,-97.149521426,168
20,Point Douglas,ROBERTSON,Polygon,49.938116197,-97.154034406,21
19,River Heights,ROCKWOOD,Polygon,49.860130703,-97.167545004,134
18,River Heights,ROCKWOOD,Polygon,49.857877261,-97.173327633,40
17,River Heights,RIVERVIEW,Polygon,49.872735280,-97.136281324,23
16,River Heights,EARL GREY,Polygon,49.871312829,-97.144392425,78
15,River Heights,EARL GREY,Polygon,49.868768960,-97.153813218,229
14,Seven Oaks,TEMPLETON-SINCLAIR,Polygon,49.955838072,-97.133130149,51
13,River Heights,ROCKWOOD,Polygon,49.863488437,-97.171634747,138
12,River Heights,RIVER-OSBORNE,Polygon,49.878749702,-97.136242255,172
11,River Heights,McMILLAN,Polygon,49.876237100,-97.148609980,182
10,River Heights,McMILLAN,Polygon,49.872755272,-97.153677361,196
9,Seven Oaks,LEILA-McPHILLIPS TRIANGLE,Polygon,49.942883521,-97.159329679,77
8,River Heights,CRESCENTWOOD,Polygon,49.865041199,-97.172041771,136
7,River Heights,RIVER-OSBORNE,Polygon,49.884640090,-97.131957106,63
6,River Heights,RIVER-OSBORNE,Polygon,49.881825420,-97.143034032,338
5,River Heights,ROSLYN,Polygon,49.874044485,-97.153516941,28
4,River Heights,ROSLYN,Polygon,49.880029773,-97.151542649,217
3,River Heights,CRESCENTWOOD,Polygon,49.875026694,-97.160506196,54
2,River Heights,CRESCENTWOOD,Polygon,49.871231705,-97.170341755,67
1,River Heights,WELLINGTON CRESCENT,Polygon,49.876639553,-97.167379891,67
