Atoms,Comm Name,Neigh Name,Geometry,Latitude (generated),Longitude (generated),Count
425,Inkster,BROOKLANDS,Polygon,49.919209270,-97.200993985,120
424,St. James - Assiniboia,OMAND'S CREEK INDUSTRIAL,Polygon,49.922301263,-97.218295610,34
423,St. James - Assiniboia,OMAND'S CREEK INDUSTRIAL,Polygon,49.927873553,-97.221396501,37
422,St. James - Assiniboia,BRUCE PARK,Polygon,49.875073687,-97.224861812,16
421,St. James - Assiniboia,SILVER HEIGHTS,Polygon,49.877463413,-97.243704802,19
420,St. James - Assiniboia,SILVER HEIGHTS,Polygon,49.877132211,-97.249876779,54
419,St. James - Assiniboia,SILVER HEIGHTS,Polygon,49.877076076,-97.259075228,89
418,St. James - Assiniboia,DEER LODGE,Polygon,49.882023081,-97.225961167,66
417,St. James - Assiniboia,DEER LODGE,Polygon,49.878499563,-97.235312600,56
416,St. James - Assiniboia,KING EDWARD,Polygon,49.889771834,-97.220312872,29
415,St. James - Assiniboia,DEER LODGE,Polygon,49.880498356,-97.239665037,28
414,St. James - Assiniboia,SILVER HEIGHTS,Polygon,49.882230067,-97.244081899,18
413,St. James - Assiniboia,SILVER HEIGHTS,Polygon,49.882086225,-97.246586212,21
412,St. James - Assiniboia,SILVER HEIGHTS,Polygon,49.883299800,-97.259515713,46
411,St. James - Assiniboia,DEER LODGE,Polygon,49.886311826,-97.225167476,25
410,St. James - Assiniboia,DEER LODGE,Polygon,49.885408852,-97.232968037,27
409,St. James - Assiniboia,JAMESWOOD,Polygon,49.886434031,-97.244663179,16
408,St. James - Assiniboia,JAMESWOOD,Polygon,49.887958938,-97.258705566,44
407,St. James - Assiniboia,AIRPORT,Polygon,49.895758097,-97.252594417,3
406,St. James - Assiniboia,AIRPORT,Polygon,49.897039936,-97.224669576,116
405,St. James - Assiniboia,BOOTH,Polygon,49.878350845,-97.269178661,102
404,St. James - Assiniboia,BOOTH,Polygon,49.881107186,-97.275880720,28
403,St. James - Assiniboia,BOOTH,Polygon,49.883795080,-97.267555198,49
402,St. James - Assiniboia,BOOTH,Polygon,49.884286763,-97.274353192,48
401,St. James - Assiniboia,HERITAGE PARK,Polygon,49.884971597,-97.284137309,38
400,St. James - Assiniboia,BOOTH,Polygon,49.887920357,-97.265435601,106
399,St. James - Assiniboia,BOOTH,Polygon,49.889135456,-97.272429916,29
398,St. James - Assiniboia,HERITAGE PARK,Polygon,49.890968953,-97.287015428,118
397,St. James - Assiniboia,MURRAY INDUSTRIAL PARK,Polygon,49.895700073,-97.263016741,32
396,St. James - Assiniboia,HERITAGE PARK,Polygon,49.896404715,-97.281790613,39
395,St. James - Assiniboia,STURGEON CREEK,Polygon,49.884849514,-97.284241594,140
394,St. James - Assiniboia,STURGEON CREEK,Polygon,49.886335353,-97.294195518,50
393,St. James - Assiniboia,CRESTVIEW,Polygon,49.885602064,-97.299992896,45
392,St. James - Assiniboia,STURGEON CREEK,Polygon,49.890623915,-97.289183784,11
391,St. James - Assiniboia,CRESTVIEW,Polygon,49.890899957,-97.297767613,21
390,St. James - Assiniboia,CRESTVIEW,Polygon,49.894990493,-97.291360186,13
389,St. James - Assiniboia,HERITAGE PARK,Polygon,49.896820333,-97.292609965,19
388,St. James - Assiniboia,CRESTVIEW,Polygon,49.898531077,-97.295449259,13
387,St. James - Assiniboia,CRESTVIEW,Polygon,49.884490885,-97.303559506,66
386,St. James - Assiniboia,CRESTVIEW,Polygon,49.884319920,-97.311866317,257
385,St. James - Assiniboia,CRESTVIEW,Polygon,49.888691496,-97.305149935,70
384,St. James - Assiniboia,CRESTVIEW,Polygon,49.892861937,-97.307839109,27
383,St. James - Assiniboia,CRESTVIEW,Polygon,49.892617040,-97.311636414,22
382,St. James - Assiniboia,CRESTVIEW,Polygon,49.897997399,-97.307735555,41
381,St. James - Assiniboia,BUCHANAN,Polygon,49.885265010,-97.322388843,75
380,St. James - Assiniboia,BUCHANAN,Polygon,49.888782372,-97.321704375,30
379,St. James - Assiniboia,BUCHANAN,Polygon,49.895744993,-97.318535707,16
378,St. James - Assiniboia,ASSINIBOIA DOWNS,Polygon,49.887988377,-97.325256600,10
377,St. James - Assiniboia,ASSINIBOIA DOWNS,Polygon,49.887210655,-97.335117209,32
376,St. James - Assiniboia,SASKATCHEWAN NORTH,Polygon,49.916661135,-97.268457684,11
375,St. James - Assiniboia,SASKATCHEWAN NORTH,Polygon,49.909523649,-97.297376741,15
374,Downtown,LEGISLATURE,Polygon,49.881982123,-97.151049564,25
373,Downtown,ARMSTRONG POINT,Polygon,49.876488092,-97.157154801,39
372,Downtown,WEST BROADWAY,Polygon,49.881087499,-97.154604654,155
371,Downtown,WEST BROADWAY,Polygon,49.880101206,-97.160096429,99
370,Downtown,LEGISLATURE,Polygon,49.884261956,-97.151051880,9
369,Downtown,WEST BROADWAY,Polygon,49.883877362,-97.154157891,256
368,Downtown,WEST BROADWAY,Polygon,49.887247103,-97.152539303,280
367,Downtown,COLONY,Polygon,49.889583255,-97.152078582,171
366,Downtown,WEST BROADWAY,Polygon,49.887584035,-97.155626724,264
365,Downtown,WEST BROADWAY,Polygon,49.883816656,-97.159864271,308
364,Downtown,WOLSELEY,Polygon,49.884313947,-97.162116860,80
363,Downtown,WOLSELEY,Polygon,49.886742011,-97.162845700,55
362,Downtown,WOLSELEY,Polygon,49.879534615,-97.165468682,162
361,Downtown,WOLSELEY,Polygon,49.882810677,-97.166554445,86
360,Downtown,WOLSELEY,Polygon,49.885213629,-97.165959756,71
359,Downtown,WOLSELEY,Polygon,49.877127884,-97.174566868,75
358,Downtown,WOLSELEY,Polygon,49.880466784,-97.174943600,83
357,Downtown,WOLSELEY,Polygon,49.884338449,-97.172571061,154
356,Downtown,WOLSELEY,Polygon,49.880040805,-97.182218528,141
355,Downtown,WOLSELEY,Polygon,49.878937001,-97.190353887,59
354,Downtown,WEST WOLSELEY,Polygon,49.878447695,-97.198712383,78
353,Downtown,ST. MATTHEWS,Polygon,49.888714901,-97.162402898,103
352,Downtown,ST. MATTHEWS,Polygon,49.887853373,-97.166851942,206
351,Downtown,ST. MATTHEWS,Polygon,49.887081076,-97.171702280,264
350,Inkster,NORTH INKSTER INDUSTRIAL,Polygon,49.951416700,-97.213397305,28
349,Downtown,MINTO,Polygon,49.888269478,-97.177856338,152
348,Downtown,MINTO,Polygon,49.887689661,-97.183064757,62
347,Downtown,MINTO,Polygon,49.883641608,-97.190443788,74
346,Downtown,MINTO,Polygon,49.887481578,-97.186659099,92
345,Downtown,MINTO,Polygon,49.887037375,-97.191023178,105
344,Downtown,POLO PARK,Polygon,49.885806673,-97.195046608,182
343,Downtown,BROADWAY-ASSINIBOINE,Polygon,49.884324735,-97.138641672,53
342,Downtown,BROADWAY-ASSINIBOINE,Polygon,49.887105334,-97.136958905,157
341,Downtown,BROADWAY-ASSINIBOINE,Polygon,49.885097763,-97.141416664,430
340,Downtown,LEGISLATURE,Polygon,49.882987736,-97.146334839,41
339,Downtown,THE FORKS,Polygon,49.889780062,-97.129284510,40
338,Downtown,THE FORKS,Polygon,49.887337614,-97.130954601,137
337,Downtown,SOUTH PORTAGE,Polygon,49.889743492,-97.138388242,270
336,Downtown,SOUTH PORTAGE,Polygon,49.888554968,-97.144504085,382
335,Downtown,LEGISLATURE,Polygon,49.887445313,-97.149539711,105
334,Downtown,SOUTH PORTAGE,Polygon,49.892764295,-97.135842484,26
333,Downtown,SOUTH PORTAGE,Polygon,49.892045329,-97.139367770,197
332,Downtown,SOUTH PORTAGE,Polygon,49.890715401,-97.147494595,311
331,Downtown,SOUTH PORTAGE,Polygon,49.893447666,-97.141173778,308
330,Downtown,SOUTH PORTAGE,Polygon,49.892513425,-97.144340739,83
329,Downtown,SOUTH PORTAGE,Polygon,49.891573576,-97.147511296,113
328,Downtown,PORTAGE-ELLICE,Polygon,49.895015361,-97.141601647,260
327,Downtown,PORTAGE-ELLICE,Polygon,49.893976590,-97.145134003,119
326,Downtown,PORTAGE-ELLICE,Polygon,49.892874858,-97.149439570,387
325,Downtown,CENTRAL PARK,Polygon,49.896396487,-97.148679524,145
324,Downtown,CENTRAL PARK,Polygon,49.895873780,-97.150827157,574
323,Downtown,WEST ALEXANDER,Polygon,49.897969362,-97.149523864,147
322,Downtown,COLONY,Polygon,49.891264682,-97.153233036,274
321,Downtown,SPENCE,Polygon,49.890162524,-97.156730101,579
320,Downtown,ST. MATTHEWS,Polygon,49.890881855,-97.161621642,281
319,Downtown,DANIEL McINTYRE,Polygon,49.894814043,-97.161378207,317
318,Downtown,ST. MATTHEWS,Polygon,49.891561569,-97.166601681,122
317,Downtown,DANIEL McINTYRE,Polygon,49.894964894,-97.166348800,216
316,Downtown,ST. MATTHEWS,Polygon,49.891730462,-97.171827715,111
315,Downtown,MINTO,Polygon,49.892036309,-97.177638259,84
314,Downtown,DANIEL McINTYRE,Polygon,49.895284699,-97.171457932,170
313,Downtown,SARGENT PARK,Polygon,49.894593831,-97.177561157,76
312,Downtown,MINTO,Polygon,49.892068795,-97.182651699,45
311,Downtown,MINTO,Polygon,49.892184478,-97.186682809,39
310,Downtown,MINTO,Polygon,49.892290470,-97.190220345,76
309,Downtown,SARGENT PARK,Polygon,49.895396603,-97.184765993,80
308,Downtown,SARGENT PARK,Polygon,49.895702876,-97.190179448,113
307,Downtown,POLO PARK,Polygon,49.892433703,-97.194518964,100
306,Downtown,SPENCE,Polygon,49.898327687,-97.154928969,414
305,Downtown,DANIEL McINTYRE,Polygon,49.899092731,-97.160572936,274
304,Downtown,DANIEL McINTYRE,Polygon,49.898469700,-97.166087812,215
303,Downtown,DANIEL McINTYRE,Polygon,49.898631645,-97.171121305,88
302,Downtown,SARGENT PARK,Polygon,49.898841739,-97.176510197,50
301,Downtown,SARGENT PARK,Polygon,49.898679734,-97.179382160,8
300,Downtown,SARGENT PARK,Polygon,49.898325980,-97.185069524,57
299,Downtown,SARGENT PARK,Polygon,49.898909333,-97.190434097,48
298,Downtown,DANIEL McINTYRE,Polygon,49.901387437,-97.164196656,304
297,Downtown,DANIEL McINTYRE,Polygon,49.902966224,-97.170843434,155
296,Downtown,SARGENT PARK,Polygon,49.903442365,-97.175013326,86
295,Downtown,SARGENT PARK,Polygon,49.905027308,-97.180188162,29
294,Downtown,SARGENT PARK,Polygon,49.902788616,-97.188119156,56
293,Downtown,SARGENT PARK,Polygon,49.906448540,-97.184277966,61
292,St. James - Assiniboia,ST. JAMES INDUSTRIAL,Polygon,49.903621680,-97.192882884,54
291,St. James - Assiniboia,ST. JAMES INDUSTRIAL,Polygon,49.908906774,-97.192380717,73
290,St. James - Assiniboia,ST. JAMES INDUSTRIAL,Polygon,49.913731513,-97.194209765,40
289,Downtown,THE FORKS,Polygon,49.893589741,-97.132473657,17
288,Downtown,PORTAGE & MAIN,Polygon,49.894687694,-97.136325512,184
287,St. James - Assiniboia,CRESTVIEW,Polygon,49.884254703,-97.315739627,3
286,Downtown,CIVIC CENTRE,Polygon,49.899815903,-97.135155029,205
285,Point Douglas,SOUTH POINT DOUGLAS,Polygon,49.901352147,-97.116601796,82
284,Point Douglas,SOUTH POINT DOUGLAS,Polygon,49.901578698,-97.128728708,80
283,Point Douglas,SOUTH POINT DOUGLAS,Polygon,49.903712069,-97.131454329,424
282,Downtown,EXCHANGE DISTRICT,Polygon,49.898296298,-97.141026401,404
281,Downtown,WEST ALEXANDER,Polygon,49.898762260,-97.143823213,129
280,Downtown,WEST ALEXANDER,Polygon,49.899821266,-97.148783017,135
279,Downtown,CENTENNIAL,Polygon,49.902103965,-97.142159522,241
278,Downtown,CENTENNIAL,Polygon,49.903431821,-97.146271025,194
277,Downtown,CHINA TOWN,Polygon,49.901640867,-97.138398421,178
276,Downtown,LOGAN-C.P.R.,Polygon,49.905028223,-97.139972637,374
275,Downtown,WEST ALEXANDER,Polygon,49.900620259,-97.154225606,350
274,Downtown,WEST ALEXANDER,Polygon,49.903790024,-97.161560631,506
273,Downtown,WEST ALEXANDER,Polygon,49.904939601,-97.165502205,140
272,Downtown,CENTENNIAL,Polygon,49.904873349,-97.151032254,289
271,Downtown,WEST ALEXANDER,Polygon,49.906693742,-97.157048016,236
270,Downtown,LOGAN-C.P.R.,Polygon,49.909560950,-97.152370411,54
269,Downtown,WEST ALEXANDER,Polygon,49.906435679,-97.169506435,99
268,Downtown,WEST ALEXANDER,Polygon,49.909824132,-97.166765088,80
267,Inkster,PACIFIC INDUSTRIAL,Polygon,49.907665650,-97.173191471,73
266,Downtown,LOGAN-C.P.R.,Polygon,49.913235929,-97.165960670,111
265,Inkster,PACIFIC INDUSTRIAL,Polygon,49.911606553,-97.178557263,36
264,Inkster,WESTON,Polygon,49.917533207,-97.176991214,81
263,Inkster,WESTON,Polygon,49.913582308,-97.186586508,332
262,Inkster,WESTON,Polygon,49.916606828,-97.191632008,236
261,Inkster,WESTON,Polygon,49.918865452,-97.179011889,160
260,Inkster,WESTON,Polygon,49.921508852,-97.191006722,113
259,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.904593344,-97.112331945,26
258,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.905771203,-97.120854641,32
257,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.908484696,-97.124636892,113
256,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.906468714,-97.130256419,55
255,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.907061270,-97.132858251,133
254,Point Douglas,LORD SELKIRK PARK,Polygon,49.909017642,-97.137453940,267
253,Point Douglas,DUFFERIN INDUSTRIAL,Polygon,49.911556270,-97.148124818,62
252,Point Douglas,DUFFERIN INDUSTRIAL,Polygon,49.914034922,-97.155871926,47
251,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.910774464,-97.127815738,60
250,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.910729361,-97.132174575,83
249,Point Douglas,LORD SELKIRK PARK,Polygon,49.910363418,-97.136058308,217
248,Point Douglas,LORD SELKIRK PARK,Polygon,49.913149502,-97.140143419,129
247,Point Douglas,DUFFERIN,Polygon,49.913901015,-97.144959808,242
246,Point Douglas,DUFFERIN,Polygon,49.916637852,-97.153870816,272
245,Point Douglas,NORTH POINT DOUGLAS,Polygon,49.912500994,-97.130002989,78
244,Point Douglas,WILLIAM WHYTE,Polygon,49.913558964,-97.135718207,214
243,Point Douglas,WILLIAM WHYTE,Polygon,49.915915778,-97.143473421,379
242,Point Douglas,WILLIAM WHYTE,Polygon,49.919141738,-97.153508651,245
241,Assiniboine South,VARSITY VIEW,Polygon,49.863602170,-97.256298895,31
240,St. Boniface,SYMINGTON YARDS,Polygon,49.863989324,-97.051265190,39
239,Point Douglas,WILLIAM WHYTE,Polygon,49.916079977,-97.136636357,194
238,Point Douglas,WILLIAM WHYTE,Polygon,49.914933995,-97.133238579,117
237,St. Vital,ST. VITAL PERIMETER SOUTH,Polygon,49.749708791,-97.130640586,3
236,St. Vital,ST. VITAL PERIMETER SOUTH,Polygon,49.796250131,-97.064814918,36
235,St. Vital,ST. VITAL PERIMETER SOUTH,Polygon,49.772752270,-97.139740479,11
232,St. Boniface,FRAIPONT,Polygon,49.814749485,-97.056616902,3
231,St. Vital,DAKOTA CROSSING,Polygon,49.813757707,-97.071033339,32
230,St. Vital,DAKOTA CROSSING,Polygon,49.809764813,-97.079964217,15
229,St. Vital,RIVER PARK SOUTH,Polygon,49.802685473,-97.094727276,9
228,St. Vital,DAKOTA CROSSING,Polygon,49.809242472,-97.086182760,9
226,St. Vital,RIVER PARK SOUTH,Polygon,49.800957542,-97.107804703,14
225,St. Vital,RIVER PARK SOUTH,Polygon,49.798200348,-97.110191077,12
224,St. Vital,MAPLE GROVE PARK,Polygon,49.793639156,-97.125389380,2
223,St. Vital,DAKOTA CROSSING,Polygon,49.812915744,-97.080897605,18
222,St. Vital,DAKOTA CROSSING,Polygon,49.811847047,-97.087886129,18
220,St. Vital,RIVER PARK SOUTH,Polygon,49.804821404,-97.111534841,34
219,St. Vital,NORMAND PARK,Polygon,49.800118748,-97.118250675,8
218,St. Vital,DAKOTA CROSSING,Polygon,49.819048835,-97.085199393,24
217,St. Vital,DAKOTA CROSSING,Polygon,49.816189245,-97.090483451,12
216,St. Vital,RIVER PARK SOUTH,Polygon,49.812213478,-97.100364418,10
215,St. Vital,RIVER PARK SOUTH,Polygon,49.811482140,-97.103813638,29
214,St. Vital,RIVER PARK SOUTH,Polygon,49.810288312,-97.110747063,25
213,St. Vital,DAKOTA CROSSING,Polygon,49.820407715,-97.089620339,77
211,St. Vital,VISTA,Polygon,49.821063171,-97.108076906,48
210,St. Vital,NORMAND PARK,Polygon,49.807345587,-97.122511993,18
205,St. Vital,MEADOWOOD,Polygon,49.829522662,-97.091246972,97
204,St. Vital,MEADOWOOD,Polygon,49.826109341,-97.100086242,56
203,St. Vital,VISTA,Polygon,49.824333564,-97.110699949,42
199,St. Boniface,ISLAND LAKES,Polygon,49.836114341,-97.068401519,23
197,St. Vital,MEADOWOOD,Polygon,49.833180940,-97.085985404,126
196,St. Vital,MEADOWOOD,Polygon,49.833272365,-97.098694449,180
195,St. Vital,ST. VITAL CENTRE,Polygon,49.827432992,-97.110930218,308
194,St. Vital,MINNETONKA,Polygon,49.820309037,-97.120445240,58
193,St. Vital,MINNETONKA,Polygon,49.824972198,-97.123642249,41
192,St. Vital,MINNETONKA,Polygon,49.818604449,-97.126019786,25
191,St. Vital,MINNETONKA,Polygon,49.823280409,-97.129487535,12
190,St. Vital,MINNETONKA,Polygon,49.816647101,-97.136436320,14
189,St. Vital,WORTHINGTON,Polygon,49.837690141,-97.098691158,221
188,St. Vital,PULBERRY,Polygon,49.830396684,-97.127068369,159
187,St. Vital,PULBERRY,Polygon,49.828214310,-97.141759629,12
186,St. Vital,LAVALEE,Polygon,49.844609122,-97.090394891,59
185,St. Vital,WORTHINGTON,Polygon,49.843194777,-97.105639272,47
184,St. Vital,NORBERRY,Polygon,49.838430074,-97.113852038,74
183,St. Vital,PULBERRY,Polygon,49.838621457,-97.118791728,19
182,St. Vital,PULBERRY,Polygon,49.833542435,-97.128421703,32
181,St. Boniface,SOUTHDALE,Polygon,49.844190273,-97.064946204,28
180,St. Boniface,SOUTHDALE,Polygon,49.846941555,-97.068632337,25
179,St. Vital,ST. GEORGE,Polygon,49.845253180,-97.106869547,26
178,St. Vital,VICTORIA CRESCENT,Polygon,49.842388165,-97.124610988,5
177,St. Boniface,SOUTHDALE,Polygon,49.851434361,-97.067898011,15
176,St. Vital,ST. GEORGE,Polygon,49.848600735,-97.102873058,61
175,St. Vital,ST. GEORGE,Polygon,49.848171160,-97.109247145,15
174,St. Vital,WORTHINGTON,Polygon,49.839216207,-97.103249728,57
173,St. Boniface,SOUTHLAND PARK,Polygon,49.848762131,-97.041103305,20
172,St. Boniface,SOUTHDALE,Polygon,49.849580689,-97.062021520,49
171,St. Boniface,SOUTHDALE,Polygon,49.854780514,-97.071881092,148
170,St. Boniface,SOUTHDALE,Polygon,49.851804266,-97.079245739,52
168,St. Vital,ALPINE PLACE,Polygon,49.853811654,-97.097220130,216
167,St. Vital,ST. GEORGE,Polygon,49.852429064,-97.107364400,20
166,St. Vital,NORBERRY,Polygon,49.846221187,-97.116557302,36
165,St. Boniface,WINDSOR PARK,Polygon,49.858797605,-97.057423392,46
164,St. Boniface,WINDSOR PARK,Polygon,49.859109669,-97.068207393,17
163,St. Boniface,WINDSOR PARK,Polygon,49.858736046,-97.076017158,15
162,St. Boniface,WINDSOR PARK,Polygon,49.859058349,-97.079909789,24
160,St. Vital,GLENWOOD,Polygon,49.861726617,-97.097319357,273
159,St. Vital,VARENNES,Polygon,49.860360119,-97.110180533,55
158,St. Vital,ELM PARK,Polygon,49.853063675,-97.117616979,61
157,St. Vital,KINGSTON CRESCENT,Polygon,49.851529321,-97.132054321,6
156,St. Boniface,WINDSOR PARK,Polygon,49.862652996,-97.069012116,99
155,St. Boniface,WINDSOR PARK,Polygon,49.864198444,-97.081166760,23
154,St. Vital,GLENWOOD,Polygon,49.866846415,-97.100400134,90
153,St. Vital,ELM PARK,Polygon,49.860575333,-97.117149492,22
152,St. Boniface,WINDSOR PARK,Polygon,49.866755173,-97.068473562,20
151,St. Boniface,WINDSOR PARK,Polygon,49.867903349,-97.078221657,66
150,St. Boniface,WINDSOR PARK,Polygon,49.868982895,-97.084254303,81
149,St. Vital,GLENWOOD,Polygon,49.868654070,-97.106095483,45
148,St. Boniface,MAGINOT,Polygon,49.872298208,-97.074894764,18
147,St. Boniface,MAGINOT,Polygon,49.871616299,-97.084880686,52
146,St. Boniface,HOLDEN,Polygon,49.883914785,-97.074492067,11
145,St. Vital,GLENWOOD,Polygon,49.872019362,-97.105002650,90
144,St. Boniface,NORWOOD EAST,Polygon,49.876252825,-97.104217370,24
143,St. Boniface,NORWOOD EAST,Polygon,49.876113798,-97.115854183,60
142,St. Boniface,NORWOOD WEST,Polygon,49.872807384,-97.127014368,126
139,St. Boniface,NORWOOD EAST,Polygon,49.879497741,-97.104540161,47
138,St. Boniface,NORWOOD EAST,Polygon,49.879177266,-97.113875016,63
137,St. Boniface,NORWOOD EAST,Polygon,49.879108514,-97.121657657,183
136,St. Boniface,NORWOOD WEST,Polygon,49.878031101,-97.128725904,77
135,St. Boniface,ST. BONIFACE INDUSTRIAL PARK,Polygon,49.877865622,-97.041756994,37
134,St. Boniface,MISSION INDUSTRIAL,Polygon,49.887562885,-97.099762476,68
133,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.883762106,-97.115837239,363
132,St. Boniface,DUFRESNE,Polygon,49.883701217,-97.104442215,41
131,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.885322852,-97.106450760,73
130,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.888026593,-97.116598687,194
129,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.883788009,-97.126687005,336
128,St. Boniface,DUGALD,Polygon,49.887715443,-97.053990080,17
127,St. Boniface,MISSION INDUSTRIAL,Polygon,49.888558625,-97.090060702,11
126,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.891475996,-97.107120966,50
125,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.892188501,-97.114991375,28
124,St. Boniface,CENTRAL ST. BONIFACE,Polygon,49.889268875,-97.123452451,97
123,St. Boniface,MISSION INDUSTRIAL,Polygon,49.896392160,-97.097308995,30
122,St. Boniface,NORTH ST. BONIFACE,Polygon,49.899210304,-97.112287696,94
121,St. Boniface,NORTH ST. BONIFACE,Polygon,49.894473332,-97.125997356,141
120,St. Boniface,NORTH ST. BONIFACE,Polygon,49.899327693,-97.121123796,22
119,St. Boniface,TISSOT,Polygon,49.893365567,-97.108240983,24
117,Fort Garry,PERRAULT,Polygon,49.753371275,-97.151690087,2
116,Fort Garry,LA BARRIERE,Polygon,49.741362119,-97.193644820,1
115,Fort Garry,ST. NORBERT,Polygon,49.760170062,-97.144909707,8
114,Fort Garry,TURNBULL DRIVE,Polygon,49.756102261,-97.142640418,3
113,Fort Garry,PERRAULT,Polygon,49.739232587,-97.156552432,1
112,Fort Garry,TRAPPISTES,Polygon,49.754296435,-97.154850648,1
111,Fort Garry,ST. NORBERT,Polygon,49.770069313,-97.151543563,115
110,Fort Garry,PARC LA SALLE,Polygon,49.765103170,-97.162556919,66
109,Fort Garry,RICHMOND LAKES,Polygon,49.768359422,-97.167774237,22
107,Fort Garry,LA BARRIERE,Polygon,49.764837002,-97.182114913,2
106,Fort Garry,CLOUTIER DRIVE,Polygon,49.778506740,-97.142872088,8
105,Fort Garry,RICHMOND LAKES,Polygon,49.769067905,-97.168945147,24
104,Fort Garry,FORT RICHMOND,Polygon,49.785322105,-97.143246931,14
103,Fort Garry,FORT RICHMOND,Polygon,49.784391399,-97.146587843,11
102,Fort Garry,FORT RICHMOND,Polygon,49.782182206,-97.149768761,39
101,Fort Garry,RICHMOND WEST,Polygon,49.778416900,-97.165191055,52
100,Fort Garry,FORT RICHMOND,Polygon,49.792208416,-97.134044642,1
099,Fort Garry,FORT RICHMOND,Polygon,49.792281252,-97.140042730,1
098,Fort Garry,FORT RICHMOND,Polygon,49.790968572,-97.146088297,1
097,Fort Garry,FORT RICHMOND,Polygon,49.786456080,-97.150635348,3
096,Fort Garry,FORT RICHMOND,Polygon,49.785880285,-97.153188786,19
095,Fort Garry,RICHMOND WEST,Polygon,49.782143930,-97.158443954,16
094,Fort Garry,RICHMOND WEST,Polygon,49.781764821,-97.164021913,11
093,Fort Garry,RICHMOND WEST,Polygon,49.783273272,-97.165162165,4
091,Fort Garry,FORT RICHMOND,Polygon,49.795169001,-97.136224945,4
090,Fort Garry,FORT RICHMOND,Polygon,49.793000888,-97.142938463,6
089,Fort Garry,FORT RICHMOND,Polygon,49.795949038,-97.149363139,41
088,Fort Garry,RICHMOND WEST,Polygon,49.791581058,-97.161581476,2
087,Fort Garry,RICHMOND WEST,Polygon,49.788874209,-97.165462709,4
086,Fort Garry,RICHMOND WEST,Polygon,49.785021500,-97.170616639,1
085,Fort Garry,FORT RICHMOND,Polygon,49.798872504,-97.145091094,17
084,Fort Garry,RICHMOND WEST,Polygon,49.791390529,-97.166700481,2
082,Fort Garry,UNIVERSITY,Polygon,49.810199447,-97.134300754,10
079,Fort Garry,MONTCALM,Polygon,49.811143319,-97.148087273,18
078,Fort Garry,AGASSIZ,Polygon,49.815896746,-97.144565888,17
077,St. Vital,VARENNES,Polygon,49.855051986,-97.108418835,13
076,Fort Garry,MONTCALM,Polygon,49.810596963,-97.155391274,62
075,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.804849685,-97.163907875,4
074,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.806569632,-97.165476849,6
073,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.808895605,-97.165910448,8
072,Fort Garry,WAVERLEY HEIGHTS,Polygon,49.811640853,-97.169319502,4
070,Fort Garry,PEMBINA STRIP,Polygon,49.822181115,-97.148451815,23
069,Fort Garry,PEMBINA STRIP,Polygon,49.824083974,-97.147397624,27
068,Fort Garry,PEMBINA STRIP,Polygon,49.824600098,-97.153530715,23
067,Fort Garry,CHEVRIER,Polygon,49.818451647,-97.174883991,26
066,Fort Garry,CHEVRIER,Polygon,49.820985216,-97.173702597,13
065,Fort Garry,WEST FORT GARRY INDUSTRIAL,Polygon,49.821874781,-97.184613496,36
064,Fort Garry,LINDEN RIDGE,Polygon,49.822538587,-97.184931289,4
063,Fort Garry,WHYTE RIDGE,Polygon,49.810008308,-97.205862730,5
062,Fort Garry,WHYTE RIDGE,Polygon,49.814681221,-97.206421763,7
061,Fort Garry,WHYTE RIDGE,Polygon,49.813525000,-97.208308226,3
059,Fort Garry,CRESCENT PARK,Polygon,49.832911358,-97.140211988,16
058,Fort Garry,MAYBANK,Polygon,49.832576195,-97.152730259,9
057,Fort Garry,CHEVRIER,Polygon,49.829559658,-97.164982728,1
055,Fort Garry,CRESCENT PARK,Polygon,49.839771583,-97.143439106,7
054,St. Vital,WORTHINGTON,Polygon,49.834089948,-97.112283795,23
053,Fort Garry,CRESCENT PARK,Polygon,49.842543466,-97.140258005,16
052,Fort Garry,MAYBANK,Polygon,49.838581169,-97.153089133,12
051,Fort Garry,MAYBANK,Polygon,49.834812937,-97.161052491,10
049,Fort Garry,POINT ROAD,Polygon,49.844543539,-97.149853969,11
048,Fort Garry,BEAUMONT,Polygon,49.843704441,-97.157468937,9
046,Fort Garry,BEAUMONT,Polygon,49.845487715,-97.164862900,3
045,Fort Garry,BUFFALO,Polygon,49.839921215,-97.176872605,7
044,Fort Garry,BEAUMONT,Polygon,49.848871231,-97.155319719,5
043,Fort Garry,PARKER,Polygon,49.850755622,-97.161319574,6
042,River Heights,RIVERVIEW,Polygon,49.859056460,-97.120715431,8
